date_time,load
2025-03-03 23:45:00,12222.9680094401
2025-03-04 00:00:00,12027.6864908854
2025-03-04 00:15:00,12447.4697753906
2025-03-04 00:30:00,12334.410139974
2025-03-04 00:45:00,12293.7467610677
2025-03-04 01:00:00,12082.8259358724
2025-03-04 01:15:00,11856.7207519531
2025-03-04 01:30:00,11739.7930419922
2025-03-04 01:45:00,11602.3088948568
2025-03-04 02:00:00,11443.0435791016
2025-03-04 02:15:00,11537.2316569011
2025-03-04 02:30:00,11494.5256429037
2025-03-04 02:45:00,11481.3704671224
2025-03-04 03:00:00,11288.3573974609
2025-03-04 03:15:00,11714.6555989583
2025-03-04 03:30:00,11809.3276367188
2025-03-04 03:45:00,11864.1619222005
2025-03-04 04:00:00,12129.4401448568
2025-03-04 04:15:00,12421.5685384115
2025-03-04 04:30:00,12460.7868652344
2025-03-04 04:45:00,12513.228922526
2025-03-04 05:00:00,12642.6645019531
2025-03-04 05:15:00,12820.606640625
2025-03-04 05:30:00,13047.7090901693
2025-03-04 05:45:00,13254.6086832682
2025-03-04 06:00:00,12894.0340087891
2025-03-04 06:15:00,13292.9271565755
2025-03-04 06:30:00,13898.0191162109
2025-03-04 06:45:00,14466.654671224
2025-03-04 07:00:00,15048.7358968099
2025-03-04 07:15:00,15478.2116536458
2025-03-04 07:30:00,15732.2843343099
2025-03-04 07:45:00,15819.4050944011
2025-03-04 08:00:00,15785.2336425781
2025-03-04 08:15:00,15945.9424397787
2025-03-04 08:30:00,16244.8510498047
2025-03-04 08:45:00,16658.240234375
2025-03-04 09:00:00,17208.4944173177
2025-03-04 09:15:00,17830.5746744792
2025-03-04 09:30:00,18189.193766276
2025-03-04 09:45:00,18347.6902994792
2025-03-04 10:00:00,18204.4288411458
2025-03-04 10:15:00,18167.9108886719
2025-03-04 10:30:00,18268.7370605469
2025-03-04 10:45:00,18306.6482259115
2025-03-04 11:00:00,17913.4212076823
2025-03-04 11:15:00,17916.2778645834
2025-03-04 11:30:00,17852.0612304688
2025-03-04 11:45:00,17744.4380533854
2025-03-04 12:00:00,17437.2671061198
2025-03-04 12:15:00,17469.7858235677
2025-03-04 12:30:00,17448.2447265625
2025-03-04 12:45:00,17543.053108724
2025-03-04 13:00:00,17425.3851074219
2025-03-04 13:15:00,17162.3371907552
2025-03-04 13:30:00,16999.3260904948
2025-03-04 13:45:00,16967.6649414062
2025-03-04 14:00:00,16723.9927408854
2025-03-04 14:15:00,16666.2617350261
2025-03-04 14:30:00,16833.1483723958
2025-03-04 14:45:00,16984.8763346354
2025-03-04 15:00:00,17002.9918619792
2025-03-04 15:15:00,17002.831233724
2025-03-04 15:30:00,17017.2115397136
2025-03-04 15:45:00,16762.885139974
2025-03-04 16:00:00,16413.2599690755
2025-03-04 16:15:00,16063.6896214193
2025-03-04 16:30:00,15887.0081774089
2025-03-04 16:45:00,15560.5695719401
2025-03-04 17:00:00,15213.1577636719
2025-03-04 17:15:00,14896.7887695313
2025-03-04 17:30:00,14744.4868733724
2025-03-04 17:45:00,14572.5338378906
2025-03-04 18:00:00,13123.5301920573
2025-03-04 18:15:00,12164.9776692708
2025-03-04 18:30:00,12242.4477376302
2025-03-04 18:45:00,12418.1545410156
2025-03-04 19:00:00,12474.2826009115
2025-03-04 19:15:00,12410.0469238281
2025-03-04 19:30:00,12352.0216715495
2025-03-04 19:45:00,12319.9040445964
2025-03-04 20:00:00,12218.4525065104
2025-03-04 20:15:00,12033.8949462891
2025-03-04 20:30:00,11869.9334716797
2025-03-04 20:45:00,11728.5732503255
2025-03-04 21:00:00,11986.3519775391
2025-03-04 21:15:00,12545.3215494792
2025-03-04 21:30:00,12453.1026204427
2025-03-04 21:45:00,12221.3873209635
2025-03-04 22:00:00,12421.1551432292
2025-03-04 22:15:00,13076.5215576172
2025-03-04 22:30:00,12950.3331298828
2025-03-04 22:45:00,12759.9685139974
2025-03-04 23:00:00,12671.7408121745
2025-03-04 23:15:00,12591.1928792318
